 &plot nbnd=  42, nks=    91 /
            0.000000  0.000000  0.000000
  -69.206  -68.868  -36.029  -35.328  -35.328  -35.273  -35.124  -35.124  -20.884  -20.848
  -20.848  -20.839  -20.839  -20.816  -20.754  -20.544  -20.506  -20.506  -20.481  -20.453
  -20.445  -20.445  -14.045   -8.498   -5.008   -5.007   -4.362   -2.872   -1.775   -1.025
   -1.025    0.947    0.947    1.920    1.920    2.490    3.598    4.208    4.736    5.255
    5.454    6.239
            0.021347 -0.000000  0.000000
  -69.205  -68.867  -36.028  -35.332  -35.329  -35.272  -35.127  -35.125  -20.884  -20.848
  -20.848  -20.839  -20.838  -20.816  -20.755  -20.544  -20.506  -20.506  -20.482  -20.453
  -20.445  -20.445  -14.038   -8.486   -5.034   -5.005   -4.349   -2.867   -1.772   -1.044
   -1.015    0.905    0.934    1.924    1.936    2.540    3.611    4.221    4.745    5.263
    5.464    6.240
            0.042695 -0.000000  0.000000
  -69.205  -68.867  -36.026  -35.342  -35.331  -35.269  -35.134  -35.126  -20.884  -20.848
  -20.848  -20.839  -20.838  -20.816  -20.755  -20.544  -20.506  -20.505  -20.482  -20.453
  -20.445  -20.445  -14.020   -8.450   -5.109   -4.999   -4.315   -2.851   -1.765   -1.099
   -0.985    0.801    0.897    1.939    1.971    2.681    3.650    4.262    4.770    5.289
    5.493    6.236
            0.064042 -0.000000  0.000000
  -69.204  -68.866  -36.024  -35.357  -35.334  -35.266  -35.146  -35.129  -20.884  -20.849
  -20.848  -20.839  -20.838  -20.815  -20.756  -20.543  -20.506  -20.505  -20.483  -20.453
  -20.445  -20.445  -13.989   -8.391   -5.217   -4.990   -4.269   -2.826   -1.755   -1.188
   -0.934    0.676    0.837    1.965    2.012    2.884    3.712    4.327    4.813    5.331
    5.542    6.217
            0.085390 -0.000000  0.000000
  -69.203  -68.865  -36.020  -35.377  -35.339  -35.262  -35.162  -35.133  -20.883  -20.849
  -20.848  -20.839  -20.838  -20.814  -20.757  -20.542  -20.506  -20.505  -20.484  -20.452
  -20.446  -20.445  -13.947   -8.310   -5.349   -4.981   -4.217   -2.795   -1.743   -1.305
   -0.866    0.558    0.758    1.998    2.060    3.120    3.796    4.418    4.872    5.389
