 &plot nbnd=  42, nks=    91 /
            0.000000  0.000000  0.000000
  -69.764  -69.728  -36.485  -36.049  -36.049  -35.997  -35.997  -35.984  -21.433  -21.426
  -21.399  -21.399  -21.387  -21.387  -21.373  -21.370  -21.342  -21.334  -21.334  -21.327
  -21.322  -21.322  -14.722   -9.145   -5.707   -5.707   -5.155   -5.145   -3.397   -1.798
   -1.798    0.199    0.199    1.121    1.121    1.677    2.823    3.995    4.804    5.138
    5.192    5.463
            0.021133  0.000000  0.000000
  -69.764  -69.728  -36.485  -36.052  -36.050  -35.999  -35.997  -35.983  -21.433  -21.426
  -21.399  -21.399  -21.387  -21.387  -21.373  -21.371  -21.342  -21.334  -21.334  -21.327
  -21.322  -21.322  -14.716   -9.133   -5.742   -5.705   -5.153   -5.119   -3.392   -1.817
   -1.788    0.148    0.186    1.128    1.137    1.729    2.841    4.007    4.812    5.146
    5.201    5.457
            0.042266  0.000000  0.000000
  -69.764  -69.728  -36.483  -36.061  -36.053  -36.005  -35.998  -35.982  -21.432  -21.426
  -21.400  -21.399  -21.387  -21.387  -21.373  -21.371  -21.342  -21.334  -21.334  -21.327
  -21.322  -21.322  -14.698   -9.099   -5.832   -5.699   -5.145   -5.055   -3.378   -1.875
   -1.758    0.020    0.148    1.147    1.169    1.875    2.894    4.040    4.837    5.167
    5.225    5.441
            0.063398  0.000000  0.000000
  -69.763  -69.727  -36.481  -36.074  -36.057  -36.014  -36.000  -35.980  -21.432  -21.425
  -21.400  -21.399  -21.387  -21.387  -21.374  -21.372  -21.341  -21.334  -21.334  -21.326
  -21.323  -21.322  -14.668   -9.042   -5.954   -5.691   -5.132   -4.974   -3.356   -1.968
   -1.710   -0.141    0.086    1.182    1.201    2.084    2.979    4.095    4.878    5.197
    5.265    5.423
            0.084531  0.000000  0.000000
  -69.762  -69.727  -36.478  -36.091  -36.064  -36.026  -36.003  -35.979  -21.431  -21.424
  -21.400  -21.398  -21.387  -21.386  -21.375  -21.373  -21.341  -21.335  -21.334  -21.326
  -21.323  -21.322  -14.627   -8.964   -6.095   -5.683   -5.112   -4.887   -3.328   -2.090
   -1.643   -0.306    0.004    1.228    1.234    2.326    3.092    4.171    4.934    5.219
    5.319    5.422
            0.105664  0.000000  0.000000
  -69.760  -69.726  -36.474  -36.112  -36.075  -36.038  -36.007  -35.978  -21.430  -21.423
  -21.400  -21.398  -21.387  -21.386  -21.376  -21.374  -21.340  -21.335  -21.335  -21.326
  -21.324  -21.322  -14.576   -8.865   -6.246   -5.679   -5.081   -4.799   -3.296   -2.236
   -1.560   -0.459   -0.092    1.251    1.301    2.579    3.228    4.266    5.002    5.216
    5.384    5.463
            0.126797  0.000000  0.000000
  -69.758  -69.724  -36.470  -36.136  -36.090  -36.050  -36.012  -35.977  -21.428  -21.422
  -21.400  -21.397  -21.387  -21.386  -21.378  -21.375  -21.340  -21.336  -21.335  -21.325
  -21.324  -21.322  -14.515   -8.747   -6.402   -5.682   -5.039   -4.710   -3.261   -2.398
   -1.464   -0.591   -0.192    1.268    1.383    2.828    3.384    4.379    5.067    5.203
    5.452    5.542
            0.147930  0.000000  0.000000
  -69.756  -69.723  -36.465  -36.162  -36.110  -36.060  -36.018  -35.976  -21.427  -21.421
  -21.400  -21.397  -21.387  -21.385  -21.379  -21.377  -21.339  -21.336  -21.335  -21.325
  -21.324  -21.322  -14.445   -8.612   -6.560   -5.695   -4.983   -4.622   -3.226   -2.571
   -1.363   -0.699   -0.285    1.279    1.476    3.065    3.557    4.506    5.079    5.247
    5.517    5.647
            0.169062  0.000000  0.000000
  -69.754  -69.722  -36.461  -36.191  -36.134  -36.070  -36.026  -35.976  -21.425  -21.419
  -21.400  -21.396  -21.387  -21.384  -21.381  -21.378  -21.339  -21.337  -21.336  -21.326
  -21.324  -21.322  -14.368   -8.461   -6.717   -5.720   -4.912   -4.533   -3.190   -2.747
   -1.272   -0.779   -0.353    1.284    1.578    3.283    3.744    4.641    5.043    5.352
    5.578    5.771
            0.190195  0.000000  0.000000
  -69.752  -69.720  -36.458  -36.221  -36.158  -36.079  -36.035  -35.975  -21.423  -21.417
  -21.400  -21.395  -21.387  -21.384  -21.383  -21.380  -21.339  -21.337  -21.336  -21.327
  -21.323  -21.323  -14.285   -8.298   -6.870   -5.758   -4.827   -4.445   -3.155   -2.922
   -1.217   -0.831   -0.366    1.283    1.688    3.479    3.944    4.772    4.996    5.483
    5.644    5.910
            0.211328  0.000000  0.000000
  -69.749  -69.718  -36.456  -36.253  -36.183  -36.090  -36.045  -35.976  -21.422  -21.415
  -21.400  -21.395  -21.387  -21.385  -21.383  -21.382  -21.340  -21.338  -21.335  -21.328
  -21.323  -21.322  -14.198   -8.124   -7.018   -5.808   -4.728   -4.355   -3.122   -3.090
   -1.220   -0.857   -0.301    1.277    1.804    3.653    4.154    4.887    4.950    5.631
    5.726    6.061
            0.232461  0.000000  0.000000
  -69.746  -69.717  -36.456  -36.285  -36.205  -36.100  -36.057  -35.976  -21.420  -21.413
  -21.401  -21.395  -21.387  -21.387  -21.384  -21.382  -21.341  -21.338  -21.334  -21.328
  -21.323  -21.322  -14.107   -7.944   -7.157   -5.870   -4.618   -4.265   -3.247   -3.088
   -1.277   -0.859   -0.161    1.269    1.927    3.807    4.373    4.905    4.973    5.794
    5.832    6.224
            0.253593  0.000000  0.000000
  -69.743  -69.715  -36.460  -36.317  -36.225  -36.111  -36.069  -35.977  -21.418  -21.411
  -21.400  -21.395  -21.389  -21.387  -21.384  -21.382  -21.342  -21.339  -21.333  -21.329
  -21.323  -21.321  -14.014   -7.758   -7.288   -5.941   -4.498   -4.174   -3.389   -3.055
   -1.368   -0.841    0.031    1.261    2.056    3.944    4.598    4.862    5.022    5.963
    5.972    6.396
            0.274726  0.000000  0.000000
  -69.740  -69.713  -36.468  -36.348  -36.241  -36.122  -36.083  -35.978  -21.416  -21.409
  -21.400  -21.396  -21.391  -21.387  -21.384  -21.381  -21.342  -21.341  -21.332  -21.330
  -21.324  -21.320  -13.921   -7.573   -7.408   -6.019   -4.370   -4.083   -3.512   -3.021
   -1.474   -0.808    0.257    1.257    2.191    4.066    4.814    4.832    5.036    6.115
    6.164    6.574
            0.295859  0.000000  0.000000
  -69.737  -69.711  -36.480  -36.378  -36.253  -36.133  -36.098  -35.979  -21.414  -21.407
  -21.400  -21.397  -21.393  -21.388  -21.384  -21.381  -21.343  -21.342  -21.331  -21.330
  -21.324  -21.319  -13.828   -7.516   -7.390   -6.102   -4.238   -3.990   -3.612   -2.986
   -1.585   -0.767    0.502    1.264    2.336    4.173    4.769    5.019    5.063    6.280
    6.370    6.755
            0.316992  0.000000  0.000000
  -69.734  -69.710  -36.495  -36.407  -36.262  -36.143  -36.114  -35.981  -21.412  -21.405
  -21.400  -21.398  -21.395  -21.388  -21.383  -21.380  -21.344  -21.343  -21.332  -21.329
  -21.324  -21.318  -13.737   -7.613   -7.215   -6.189   -4.103   -3.897   -3.685   -2.950
   -1.694   -0.728    0.758    1.285    2.489    4.265    4.712    4.976    5.300    6.450
    6.586    6.936
            0.338125  0.000000  0.000000
  -69.731  -69.708  -36.512  -36.434  -36.269  -36.151  -36.130  -35.983  -21.411  -21.403
  -21.400  -21.399  -21.398  -21.388  -21.382  -21.379  -21.345  -21.344  -21.332  -21.328
  -21.325  -21.318  -13.650   -7.697   -7.051   -6.276   -3.976   -3.804   -3.721   -2.914
   -1.799   -0.696    1.016    1.326    2.654    4.339    4.638    4.914    5.542    6.616
    6.807    7.115
            0.359257  0.000000  0.000000
  -69.728  -69.707  -36.531  -36.458  -36.276  -36.157  -36.148  -35.986  -21.409  -21.402
  -21.401  -21.400  -21.398  -21.388  -21.382  -21.379  -21.346  -21.345  -21.333  -21.327
  -21.325  -21.317  -13.566   -7.767   -6.905   -6.359   -3.881   -3.709   -3.696   -2.877
   -1.894   -0.680    1.268    1.387    2.830    4.390    4.543    4.843    5.788    6.772
    7.023    7.297
            0.380390  0.000000  0.000000
  -69.725  -69.705  -36.548  -36.479  -36.285  -36.167  -36.159  -35.989  -21.408  -21.404
  -21.402  -21.399  -21.397  -21.388  -21.381  -21.379  -21.347  -21.345  -21.334  -21.327
  -21.324  -21.317  -13.487   -7.825   -6.788   -6.429   -3.830   -3.614   -3.598   -2.843
   -1.977   -0.681    1.465    1.508    3.015    4.400    4.423    4.786    6.040    6.914
    7.206    7.504
            0.401523  0.000000  0.000000
  -69.722  -69.704  -36.565  -36.497  -36.296  -36.186  -36.158  -35.993  -21.408  -21.405
  -21.403  -21.398  -21.396  -21.387  -21.380  -21.378  -21.348  -21.346  -21.334  -21.327
  -21.323  -21.316  -13.413   -7.870   -6.725   -6.460   -3.783   -3.517   -3.470   -2.813
   -2.046   -0.701    1.550    1.729    3.199    4.275    4.357    4.772    6.299    7.042
    7.344    7.752
            0.422656  0.000000  0.000000
  -69.719  -69.703  -36.579  -36.512  -36.311  -36.207  -36.153  -35.997  -21.408  -21.406
  -21.404  -21.396  -21.394  -21.387  -21.380  -21.378  -21.349  -21.346  -21.335  -21.328
  -21.322  -21.316  -13.345   -7.901   -6.742   -6.426   -3.719   -3.419   -3.337   -2.791
   -2.097   -0.736    1.629    1.928    3.362    4.124    4.262    4.804    6.565    7.162
    7.453    8.033
            0.443789  0.000000  0.000000
  -69.717  -69.702  -36.590  -36.523  -36.327  -36.227  -36.147  -36.002  -21.409  -21.407
  -21.405  -21.395  -21.393  -21.387  -21.379  -21.378  -21.350  -21.346  -21.336  -21.328
  -21.321  -21.315  -13.283   -7.920   -6.805   -6.361   -3.636   -3.321   -3.204   -2.777
   -2.130   -0.783    1.687    2.100    3.440    4.029    4.147    4.871    6.831    7.280
    7.555    8.338
            0.464921  0.000000  0.000000
  -69.714  -69.701  -36.598  -36.530  -36.345  -36.248  -36.138  -36.007  -21.411  -21.409
  -21.404  -21.393  -21.392  -21.386  -21.379  -21.378  -21.351  -21.346  -21.337  -21.329
  -21.320  -21.315  -13.228   -7.926   -6.881   -6.295   -3.539   -3.224   -3.077   -2.772
   -2.146   -0.836    1.711    2.236    3.364    4.030    4.069    4.967    7.079    7.400
    7.676    8.660
            0.486054  0.000000  0.000000
  -69.712  -69.701  -36.603  -36.534  -36.365  -36.270  -36.129  -36.013  -21.412  -21.410
  -21.404  -21.392  -21.390  -21.386  -21.379  -21.377  -21.351  -21.346  -21.337  -21.329
  -21.319  -21.315  -13.180   -7.920   -6.961   -6.235   -3.433   -3.130   -2.956   -2.772
   -2.149   -0.891    1.694    2.314    3.211    3.923    4.190    5.092    7.278    7.526
    7.834    8.830
            0.507187  0.000000  0.000000
  -69.710  -69.700  -36.604  -36.533  -36.385  -36.291  -36.119  -36.019  -21.413  -21.411
  -21.403  -21.391  -21.389  -21.385  -21.379  -21.377  -21.352  -21.346  -21.338  -21.330
  -21.319  -21.315  -13.138   -7.902   -7.042   -6.182   -3.325   -3.042   -2.842   -2.773
   -2.145   -0.945    1.642    2.293    3.102    3.829    4.319    5.242    7.414    7.654
    7.992    8.736
            0.528320  0.000000  0.000000
  -69.708  -69.700  -36.601  -36.530  -36.406  -36.312  -36.109  -36.026  -21.414  -21.412
  -21.403  -21.390  -21.388  -21.384  -21.379  -21.377  -21.353  -21.345  -21.339  -21.330
  -21.318  -21.315  -13.103   -7.872   -7.123   -6.136   -3.223   -2.965   -2.767   -2.735
   -2.142   -0.994    1.566    2.155    3.092    3.747    4.432    5.409    7.510    7.773
    8.048    8.647
            0.549453  0.000000  0.000000
  -69.707  -69.700  -36.596  -36.523  -36.427  -36.333  -36.100  -36.033  -21.414  -21.412
  -21.402  -21.390  -21.388  -21.384  -21.379  -21.377  -21.353  -21.345  -21.340  -21.331
  -21.317  -21.314  -13.074   -7.831   -7.206   -6.097   -3.131   -2.911   -2.743   -2.638
   -2.148   -1.037    1.484    1.954    3.147    3.675    4.516    5.583    7.585    7.854
    8.012    8.606
            0.570585  0.000000  0.000000
  -69.705  -69.700  -36.588  -36.513  -36.448  -36.352  -36.090  -36.041  -21.415  -21.413
  -21.402  -21.389  -21.387  -21.383  -21.380  -21.377  -21.354  -21.344  -21.340  -21.331
  -21.317  -21.314  -13.052   -7.778   -7.289   -6.065   -3.054   -2.884   -2.698   -2.551
   -2.172   -1.071    1.411    1.748    3.227    3.610    4.572    5.750    7.645    7.867
    7.959    8.643
            0.591718  0.000000  0.000000
  -69.704  -69.701  -36.577  -36.503  -36.467  -36.370  -36.081  -36.048  -21.415  -21.413
  -21.401  -21.389  -21.387  -21.383  -21.380  -21.377  -21.354  -21.344  -21.341  -21.332
  -21.317  -21.315  -13.037   -7.713   -7.374   -6.040   -2.991   -2.876   -2.641   -2.476
   -2.218   -1.096    1.362    1.572    3.309    3.550    4.602    5.895    7.688    7.820
    7.930    8.740
            0.612851  0.000000  0.000000
  -69.703  -69.701  -36.568  -36.494  -36.482  -36.382  -36.072  -36.056  -21.416  -21.414
  -21.401  -21.389  -21.387  -21.382  -21.380  -21.377  -21.354  -21.343  -21.341  -21.332
  -21.317  -21.315  -13.028   -7.638   -7.461   -6.025   -2.942   -2.882   -2.585   -2.413
   -2.289   -1.111    1.347    1.443    3.383    3.495    4.612    5.999    7.711    7.757
    7.931    8.835
            0.633984  0.000000  0.000000
  -69.703  -69.701  -36.563  -36.489  -36.489  -36.387  -36.064  -36.063  -21.416  -21.414
  -21.401  -21.389  -21.387  -21.382  -21.380  -21.377  -21.354  -21.343  -21.341  -21.332
  -21.317  -21.315  -13.025   -7.553   -7.549   -6.019   -2.905   -2.903   -2.554   -2.361
   -2.359   -1.116    1.365    1.377    3.442    3.443    4.614    6.039    7.721    7.723
    7.938    8.870
            0.628701 -0.009151  0.000000
  -69.703  -69.701  -36.564  -36.490  -36.488  -36.386  -36.068  -36.060  -21.416  -21.414
  -21.401  -21.389  -21.387  -21.382  -21.380  -21.377  -21.354  -21.343  -21.341  -21.332
  -21.317  -21.315  -13.026   -7.598   -7.504   -6.021   -2.924   -2.889   -2.567   -2.373
   -2.336   -1.115    1.356    1.398    3.417    3.465    4.614    6.028    7.724    7.728
    7.934    8.862
            0.623417 -0.018302  0.000000
  -69.703  -69.701  -36.568  -36.492  -36.483  -36.382  -36.072  -36.056  -21.416  -21.414
  -21.401  -21.389  -21.387  -21.382  -21.380  -21.377  -21.354  -21.343  -21.341  -21.332
  -21.317  -21.315  -13.028   -7.645   -7.454   -6.025   -2.954   -2.876   -2.602   -2.363
   -2.313   -1.111    1.355    1.433    3.393    3.484    4.615    5.994    7.732    7.744
    7.921    8.842
            0.618134 -0.027452  0.000000
  -69.704  -69.701  -36.574  -36.496  -36.476  -36.376  -36.075  -36.053  -21.416  -21.414
  -21.401  -21.389  -21.387  -21.382  -21.380  -21.377  -21.354  -21.344  -21.341  -21.332
  -21.317  -21.315  -13.031   -7.693   -7.402   -6.032   -2.995   -2.864   -2.648   -2.339
