 &plot nbnd=  42, nks=    91 /
            0.000000  0.000000  0.000000
  -58.784  -58.784  -32.988  -32.988  -32.721  -32.721  -32.721  -32.721  -12.322  -12.256
  -10.992  -10.881   -4.020   -3.705   -0.669   -0.668   -0.666   -0.664   -0.330    0.447
    0.490    0.491    0.492    0.493    1.676    2.188    4.817    4.817    4.853    4.853
    5.090    5.091    5.112    5.114    7.399    7.549    8.145    8.353    8.479    9.462
   10.438   10.892
            0.022738 -0.000003  0.000000
  -58.784  -58.784  -32.988  -32.987  -32.723  -32.723  -32.721  -32.721  -12.316  -12.250
  -10.990  -10.879   -4.013   -3.698   -0.683   -0.680   -0.662   -0.658   -0.351    0.323
    0.481    0.483    0.505    0.605    1.675    2.184    4.808    4.828    4.842    4.864
    5.074    5.083    5.092    5.107    7.408    7.559    8.165    8.381    8.495    9.470
   10.444   10.902
            0.045476 -0.000007  0.000000
  -58.783  -58.783  -32.987  -32.987  -32.728  -32.728  -32.722  -32.722  -12.298  -12.233
  -10.982  -10.872   -3.992   -3.678   -0.724   -0.720   -0.643   -0.640   -0.411    0.173
    0.452    0.453    0.542    0.727    1.674    2.171    4.782    4.811    4.860    4.896
    5.028    5.028    5.064    5.087    7.434    7.586    8.222    8.462    8.545    9.492
   10.461   10.928
            0.068213 -0.000010  0.000000
  -58.782  -58.782  -32.985  -32.985  -32.736  -32.736  -32.724  -32.724  -12.269  -12.203
  -10.970  -10.860   -3.959   -3.645   -0.789   -0.785   -0.613   -0.609   -0.499    0.019
    0.401    0.402    0.591    0.836    1.670    2.148    4.742    4.765    4.908    4.937
    4.944    4.962    5.030    5.054    7.477    7.630    8.302    8.594    8.640    9.531
   10.490   10.967
            0.090951 -0.000013  0.000000
  -58.781  -58.781  -32.983  -32.983  -32.747  -32.747  -32.727  -32.727  -12.228  -12.163
  -10.952  -10.844   -3.913   -3.600   -0.877   -0.873   -0.605   -0.570   -0.567   -0.138
    0.330    0.330    0.646    0.930    1.662    2.114    4.695    4.709    4.814    4.872
    4.966    4.996    5.001    5.033    7.534    7.689    8.390    8.772    8.786    9.584
   10.526   11.015
            0.113689 -0.000017  0.000000
  -58.780  -58.780  -32.980  -32.980  -32.760  -32.760  -32.730  -32.730  -12.176  -12.111
  -10.930  -10.823   -3.856   -3.543   -0.982   -0.979   -0.721   -0.517   -0.513   -0.294
    0.237    0.238    0.699    1.009    1.649    2.067    4.643    4.647    4.684    4.781
    4.919    4.948    5.076    5.117    7.606    7.761    8.480    8.980    8.986    9.654
   10.570   11.072
            0.136427 -0.000020  0.000000
  -58.778  -58.778  -32.977  -32.977  -32.777  -32.777  -32.734  -32.734  -12.113  -12.049
  -10.903  -10.798   -3.789   -3.478   -1.102   -1.099   -0.841   -0.455   -0.454   -0.444
    0.122    0.124    0.747    1.072    1.627    2.005    4.537    4.587    4.598    4.696
    4.852    4.885    5.178    5.223    7.690    7.846    8.574    9.212    9.229    9.742
   10.621   11.137
            0.159164 -0.000023  0.000000
  -58.776  -58.776  -32.973  -32.973  -32.795  -32.795  -32.739  -32.739  -12.040  -11.976
  -10.872  -10.769   -3.714   -3.404   -1.231   -1.228   -0.963   -0.598   -0.384   -0.379
   -0.013   -0.010    0.788    1.119    1.595    1.928    4.401    4.521    4.549    4.631
    4.777    4.820    5.293    5.342    7.788    7.943    8.677    9.468    9.485    9.857
   10.679   11.210
            0.181902 -0.000026  0.000000
  -58.774  -58.774  -32.969  -32.969  -32.815  -32.815  -32.745  -32.745  -11.958  -11.894
  -10.836  -10.737   -3.632   -3.326   -1.364   -1.363   -1.083   -0.742   -0.306   -0.301
   -0.167   -0.164    0.821    1.151    1.551    1.836    4.272    4.443    4.511    4.590
    4.700    4.760    5.416    5.471    7.899    8.053    8.789    9.724    9.732   10.022
   10.748   11.290
            0.204640 -0.000030  0.000000
  -58.772  -58.772  -32.964  -32.964  -32.837  -32.837  -32.751  -32.751  -11.867  -11.803
  -10.797  -10.700   -3.547   -3.246   -1.497   -1.496   -1.199   -0.881   -0.335   -0.333
   -0.226   -0.219    0.845    1.167    1.494    1.731    4.155    4.363    4.487    4.562
    4.627    4.716    5.544    5.607    8.024    8.174    8.912    9.912    9.988   10.261
   10.836   11.372
            0.227378 -0.000033  0.000000
  -58.769  -58.769  -32.959  -32.959  -32.860  -32.860  -32.758  -32.758  -11.767  -11.704
  -10.754  -10.661   -3.463   -3.169   -1.626   -1.620   -1.310   -1.015   -0.515   -0.514
   -0.147   -0.139    0.860    1.169    1.426    1.618    4.052    4.283    4.471    4.538
    4.566    4.697    5.675    5.744    8.161    8.308    9.047   10.067   10.208   10.552
   10.959   11.453
            0.250116 -0.000036  0.000000
  -58.767  -58.767  -32.954  -32.954  -32.883  -32.883  -32.766  -32.766  -11.660  -11.599
  -10.708  -10.619   -3.384   -3.101   -1.744   -1.730   -1.415   -1.146   -0.706   -0.697
   -0.074   -0.064    0.865    1.158    1.349    1.501    3.963    4.207    4.455    4.521
    4.535    4.702    5.804    5.880    8.311    8.452    9.192   10.213   10.369   10.853
   11.122   11.396
            0.272853 -0.000040  0.000000
  -58.764  -58.764  -32.949  -32.949  -32.906  -32.906  -32.774  -32.774  -11.547  -11.486
  -10.660  -10.574   -3.315   -3.050   -1.845   -1.818   -1.517   -1.280   -0.898   -0.874
   -0.017   -0.004    0.861    1.135    1.272    1.387    3.887    4.138    4.434    4.516
    4.541    4.727    5.929    6.010    8.472    8.608    9.349   10.360   10.468   11.088
   11.276   11.352
            0.295591 -0.000043  0.000000
  -58.761  -58.761  -32.943  -32.943  -32.930  -32.930  -32.784  -32.784  -11.429  -11.369
  -10.609  -10.527   -3.263   -3.023   -1.923   -1.877   -1.618   -1.425   -1.084   -1.030
    0.015    0.033    0.847    1.102    1.203    1.284    3.824    4.080    4.424    4.523
    4.569    4.764    6.047    6.132    8.646    8.773    9.517   10.509   10.519   11.058
   11.305   11.558
            0.318329 -0.000046  0.000000
  -58.758  -58.758  -32.953  -32.953  -32.938  -32.938  -32.794  -32.794  -11.306  -11.248
  -10.556  -10.479   -3.234   -3.023   -1.975   -1.904   -1.724   -1.589   -1.250   -1.156
    0.012    0.036    0.823    1.063    1.152    1.200    3.776    4.040    4.433    4.543
    4.612    4.809    6.155    6.242    8.830    8.948    9.695   10.537   10.651   10.939
   11.229   11.606
            0.341067 -0.000050  0.000000
  -58.756  -58.756  -32.974  -32.974  -32.932  -32.932  -32.805  -32.805  -11.181  -11.125
  -10.502  -10.430   -3.229   -3.049   -2.008   -1.913   -1.840   -1.760   -1.383   -1.248
   -0.031   -0.001    0.788    1.016    1.127    1.141    3.747    4.024    4.460    4.570
    4.663    4.860    6.252    6.339    9.023    9.130    9.883   10.528   10.702   10.890
   11.109   11.541
            0.363804 -0.000053  0.000000
  -58.753  -58.753  -32.995  -32.995  -32.927  -32.927  -32.816  -32.816  -11.055  -11.000
  -10.447  -10.380   -3.244   -3.093   -2.075   -2.005   -1.918   -1.835   -1.475   -1.312
