 &plot nbnd=  42, nks=    91 /
            0.000000  0.000000  0.000000
  -60.349  -34.553  -34.286  -34.284  -13.855  -12.504   -5.414   -2.235   -2.226   -1.494
   -1.074   -1.067    0.279    3.274    3.279    3.538    3.545    5.757    6.200    6.719
    7.429    9.194    9.526   10.817   11.205   11.219   13.215   13.230   13.355   13.851
   15.591   16.544   16.551   16.606   16.875   16.881   18.940   19.779   20.390   21.292
   23.601   23.617
            0.022760 -0.000007  0.000000
  -60.349  -34.553  -34.286  -34.286  -13.849  -12.501   -5.407   -2.240   -2.227   -1.537
   -1.083   -1.033    0.277    3.267    3.286    3.525    3.531    5.767    6.207    6.745
    7.439    9.203    9.553   10.808   11.215   11.226   13.174   13.217   13.356   13.858
   15.590   16.499   16.553   16.681   16.854   16.882   18.962   19.804   20.435   21.289
   23.576   23.620
            0.045519 -0.000014  0.000000
  -60.348  -34.552  -34.291  -34.287  -13.831  -12.494   -5.387   -2.281   -2.209   -1.638
   -1.113   -0.956    0.272    3.237    3.319    3.468    3.509    5.797    6.230    6.822
    7.470    9.226    9.633   10.781   11.214   11.282   13.021   13.221   13.356   13.877
   15.587   16.377   16.573   16.790   16.877   16.887   19.027   19.868   20.574   21.281
   23.468   23.666
            0.068279 -0.000021  0.000000
  -60.347  -34.550  -34.299  -34.289  -13.802  -12.482   -5.354   -2.347   -2.178   -1.766
   -1.164   -0.869    0.261    3.192    3.372    3.381    3.475    5.844    6.267    6.942
    7.523    9.262    9.762   10.732   11.219   11.375   12.802   13.228   13.350   13.906
   15.581   16.206   16.603   16.683   16.902   17.169   19.135   19.950   20.802   21.266
   23.309   23.688
            0.091039 -0.000028  0.000000
  -60.346  -34.548  -34.310  -34.292  -13.761  -12.465   -5.308   -2.434   -2.136   -1.904
   -1.235   -0.786    0.245    3.139    3.273    3.427    3.444    5.906    6.318    7.096
    7.604    9.310    9.933   10.662   11.236   11.501   12.547   13.233   13.333   13.945
   15.570   16.014   16.531   16.644   16.937   17.526   19.285   20.043   21.099   21.242
   23.096   23.138
            0.113799 -0.000035  0.000000
  -60.345  -34.545  -34.324  -34.295  -13.709  -12.443   -5.251   -2.541   -2.082   -2.047
   -1.328   -0.712    0.220    3.083    3.152    3.369    3.534    5.980    6.384    7.266
    7.722    9.369   10.133   10.577   11.265   11.653   12.280   13.235   13.300   13.993
   15.550   15.826   16.338   16.695   16.997   17.925   19.472   20.150   21.203   21.433
   22.588   22.777
            0.136558 -0.000042  0.000000
  -60.343  -34.542  -34.340  -34.299  -13.646  -12.417   -5.184   -2.661   -2.190   -2.019
   -1.443   -0.650    0.185    3.027    3.030    3.301    3.638    6.068    6.464    7.430
    7.893    9.439   10.346   10.483   11.305   11.821   12.022   13.226   13.257   14.051
   15.514   15.664   16.115   16.755   17.087   18.346   19.692   20.273   21.133   21.744
   22.062   22.262
            0.159318 -0.000049  0.000000
  -60.341  -34.538  -34.359  -34.304  -13.573  -12.387   -5.108   -2.790   -2.331   -1.947
   -1.578   -0.601    0.138    2.906    2.987    3.228    3.754    6.167    6.557    7.577
